image_id,label
1777,Mouth Grin
1777,Fur Cheetah
1777,Eyes Bloodshot
1777,Hat Bowler
1778,Fur Zombie
1778,Hat Beanie
1778,Clothes Bayc T Black
1778,Eyes Sunglasses
1778,Background Orange
1778,Mouth Bored Unshaven
1779,Background Yellow
1779,Fur Dmt
1779,Mouth Phoneme  ooo
1779,Eyes Sunglasses
1779,Earring Diamond Stud
1779,Hat Beanie
1779,Clothes Lumberjack Shirt
1780,Hat Vietnam Era Helmet
1780,Eyes Heart
1780,Clothes Navy Striped Tee
1780,Earring Gold Stud
1780,Mouth Dumbfounded
1780,Background Aquamarine
1780,Fur Golden Brown
1781,Fur Zombie
1781,Background Army Green
1781,Hat King's Crown
1781,Mouth Grin
1781,Eyes Scumbag
1782,Hat Irish Boho
1782,Clothes Toga
1782,Mouth Bored Unshaven
1782,Eyes 3d
1782,Background Orange
1782,Fur White
1783,Eyes Wide Eyed
1783,Fur Tan
1783,Hat Horns
1783,Mouth Bored
1783,Background Aquamarine
1783,Clothes Leather Jacket
1784,Fur Brown
1784,Eyes Closed
1784,Background Army Green
1784,Mouth Bored Unshaven Cigarette
1785,Fur Dark Brown
1785,Hat Irish Boho
1785,Background Aquamarine
1785,Mouth Bored Unshaven Cigar
1785,Eyes Bored
1786,Mouth Bored
1786,Fur Brown
1786,Clothes Biker Vest
1786,Background Orange
1786,Hat Sea Captain's Hat
1786,Earring Silver Hoop
1786,Eyes Scumbag
1787,Fur Tan
1787,Mouth Bored Cigarette
1787,Eyes Cyborg
1787,Background Blue
1788,Fur Brown
1788,Eyes Sunglasses
1788,Clothes Service
1788,Background Orange
1788,Mouth Bored
1789,Mouth Discomfort
1789,Earring Silver Hoop
1789,Clothes Space Suit
1789,Fur Blue
1789,Background Gray
1789,Hat Cowboy Hat
1789,Eyes Bored
1790,Hat Beanie
1790,Mouth Bored
1790,Clothes Hawaiian
1790,Fur Black
1790,Background Aquamarine
1790,Eyes Bored
1791,Fur Cream
1791,Hat Baby's Bonnet
1791,Mouth Bored
1791,Eyes Bored
1791,Clothes Striped Tee
1791,Background New Punk Blue
1792,Fur Cheetah
1792,Mouth Bored Unshaven
1792,Eyes Sad
1792,Hat Prussian Helmet
1792,Clothes Navy Striped Tee
1792,Background Army Green
1793,Clothes Black Holes T
1793,Eyes X Eyes
1793,Background Orange
1793,Fur Tan
1793,Mouth Phoneme  ooo
1794,Hat Cowboy Hat
1794,Fur White
1794,Background Purple
1794,Clothes Vietnam Jacket
1794,Eyes Bored
1794,Mouth Rage
1795,Fur Blue
1795,Hat Bowler
1795,Mouth Dumbfounded
1795,Clothes Tanktop
1795,Eyes Bored
1795,Background Gray
1796,Hat S&m Hat
1796,Fur Dark Brown
1796,Earring Gold Hoop
1796,Clothes Lab Coat
1796,Mouth Phoneme L
1796,Background Orange
1796,Eyes Sunglasses
1797,Background Army Green
1797,Earring Silver Hoop
1797,Clothes Tanktop
1797,Eyes Heart
1797,Fur Dark Brown
1797,Mouth Bored Unshaven
1798,Hat Irish Boho
1798,Mouth Phoneme Vuh
1798,Clothes Work Vest
1798,Eyes Wide Eyed
1798,Fur Brown
1798,Background Orange
1799,Background Yellow
1799,Clothes Prison Jumpsuit
1799,Mouth Bored Unshaven Cigarette
1799,Fur Black
1799,Eyes Coins
1799,Hat Commie Hat
1800,Eyes Zombie
1800,Earring Silver Hoop
1800,Hat Beanie
1800,Background Gray
1800,Mouth Bored
1800,Fur Gray
1800,Clothes Work Vest
1801,Mouth Bored Unshaven
1801,Eyes Bored
1801,Background Army Green
1801,Fur Pink
1801,Clothes Guayabera
1801,Hat Seaman's Hat
1802,Fur Tan
1802,Mouth Bored
1802,Background Yellow
1802,Eyes Coins
1803,Eyes Crazy
1803,Fur Noise
1803,Clothes Hawaiian
1803,Mouth Bored Bubblegum
1803,Background Blue
1804,Mouth Bored
1804,Fur Golden Brown
1804,Clothes Sailor Shirt
1804,Eyes Coins
1804,Background New Punk Blue
1805,Background Orange
1805,Eyes 3d
1805,Fur Cheetah
1805,Hat Beanie
1805,Mouth Dumbfounded
1805,Clothes Guayabera
1806,Clothes Bayc T Black
1806,Eyes Bored
1806,Background Gray
1806,Fur Brown
1806,Hat Sea Captain's Hat
1806,Mouth Bored Cigarette
1807,Background Orange
1807,Fur Dark Brown
1807,Hat Beanie
1807,Mouth Bored Cigarette
1807,Eyes Heart
1807,Clothes Lumberjack Shirt
1808,Eyes Scumbag
1808,Background Orange
1808,Fur Golden Brown
1808,Mouth Dumbfounded
1808,Hat Beanie
1809,Eyes Cyborg
1809,Fur Noise
1809,Mouth Bored
1809,Clothes Biker Vest
1809,Hat S&m Hat
1809,Background Orange
1810,Hat Fisherman's Hat
1810,Eyes Eyepatch
1810,Background Aquamarine
1810,Mouth Jovial
1810,Clothes Black Holes T
1810,Fur Red
1811,Mouth Dumbfounded
1811,Fur Cream
1811,Eyes Bored
1811,Background Orange
1812,Background Yellow
1812,Fur Blue
1812,Clothes Tanktop
1812,Mouth Bored
1812,Hat Bunny Ears
1812,Eyes Heart
1813,Background New Punk Blue
1813,Eyes Bored
1813,Mouth Bored Unshaven
1813,Earring Gold Stud
1813,Clothes Sailor Shirt
1813,Fur Tan
1814,Background Army Green
1814,Hat Beanie
1814,Clothes Lab Coat
1814,Eyes Coins
1814,Fur Tan
1814,Mouth Bored
1815,Fur Cream
1815,Eyes Sleepy
1815,Mouth Bored Cigarette
1815,Background Gray
1815,Hat Cowboy Hat
1815,Clothes Bayc T Red
1816,Background Orange
1816,Fur Black
1816,Mouth Bored Cigarette
1816,Eyes Wide Eyed
1816,Hat Short Mohawk
1817,Mouth Bored Cigarette
1817,Fur Gray
1817,Background Aquamarine
1817,Clothes Tuxedo Tee
1817,Hat Bayc Hat Black
1817,Eyes Coins
1818,Background Purple
1818,Clothes Bayc T Black
1818,Mouth Discomfort
1818,Hat Bunny Ears
1818,Eyes Bored
1818,Fur Tan
1819,Mouth Dumbfounded
1819,Fur Golden Brown
1819,Background Gray
1819,Clothes Tanktop
1819,Eyes Wide Eyed
1820,Clothes Hip Hop
1820,Background Army Green
1820,Hat Sea Captain's Hat
1820,Fur Robot
1820,Mouth Bored Unshaven
1820,Eyes Sleepy
1821,Mouth Bored
1821,Hat Bayc Hat Black
1821,Background Purple
1821,Fur Brown
1821,Clothes Tuxedo Tee
1821,Earring Silver Stud
1821,Eyes Bored
1822,Eyes Sad
1822,Background Aquamarine
1822,Fur Dark Brown
1822,Mouth Discomfort
1823,Clothes Admirals Coat
1823,Hat Fisherman's Hat
1823,Background Blue
1823,Mouth Tongue Out
1823,Eyes Bored
1823,Fur Robot
1824,Eyes Closed
1824,Fur Brown
1824,Mouth Grin
1824,Background Blue
1824,Hat Bowler
1825,Eyes Angry
1825,Background Aquamarine
1825,Mouth Rage
1825,Clothes Wool Turtleneck
1825,Fur Golden Brown
1826,Background Blue
1826,Fur Tan
1826,Eyes Closed
1826,Mouth Bored Cigarette
1826,Hat Beanie
1826,Clothes Navy Striped Tee
1827,Clothes Bone Necklace
1827,Fur Cream
1827,Background Aquamarine
1827,Eyes Sleepy
1827,Mouth Phoneme Oh
1828,Mouth Bored Unshaven
1828,Clothes Tie Dye
1828,Eyes 3d
1828,Hat Fisherman's Hat
1828,Fur Brown
1828,Background Army Green
1829,Eyes X Eyes
1829,Background Purple
1829,Clothes Sleeveless Logo T
1829,Mouth Bored Party Horn
1829,Fur Gray
1830,Clothes Vietnam Jacket
1830,Eyes Robot
1830,Background Gray
1830,Fur Black
1830,Hat Irish Boho
1830,Mouth Bored
1831,Background Purple
1831,Mouth Dumbfounded
1831,Fur Death Bot
1831,Hat Irish Boho
1831,Clothes Stunt Jacket
1831,Eyes Sunglasses
1832,Background Aquamarine
1832,Eyes Bored
1832,Mouth Grin
1832,Clothes Bone Tee
1832,Hat Party Hat 1
1832,Fur Dmt
1833,Eyes Sunglasses
1833,Background Purple
1833,Hat Bayc Flipped Brim
1833,Clothes Smoking Jacket
1833,Mouth Bored Cigarette
1833,Fur White
1834,Eyes Crazy
1834,Clothes Service
1834,Mouth Phoneme Vuh
1834,Background Purple
1834,Fur Cream
1835,Earring Silver Stud
1835,Fur Noise
1835,Hat Spinner Hat
1835,Eyes Bored
1835,Mouth Bored Bubblegum
1835,Background Army Green
1836,Fur Brown
1836,Earring Silver Stud
1836,Mouth Small Grin
1836,Clothes Tanktop
1836,Eyes Bored
1836,Background Yellow
1836,Hat Short Mohawk
1837,Clothes Wool Turtleneck
1837,Background Orange
1837,Fur Solid Gold
1837,Hat Short Mohawk
1837,Eyes Crazy
1837,Mouth Bored Unshaven
1838,Hat S&m Hat
1838,Fur Dark Brown
1838,Earring Silver Stud
1838,Mouth Bored Kazoo
1838,Eyes Blindfold
1838,Background Blue
1838,Clothes Puffy Vest
1839,Hat Halo
1839,Eyes Bored
1839,Fur Pink
1839,Clothes Work Vest
1839,Mouth Discomfort
1839,Background Blue
1840,Fur Black
1840,Clothes Vietnam Jacket
1840,Background Aquamarine
1840,Eyes Angry
1840,Hat Fez
1840,Mouth Bored Pipe
1840,Earring Silver Stud
1841,Background Yellow
1841,Hat Party Hat 2
1841,Clothes Toga
1841,Mouth Bored Unshaven Cigarette
1841,Eyes 3d
1841,Fur Black
1842,Clothes Bone Necklace
1842,Background New Punk Blue
1842,Earring Silver Hoop
1842,Mouth Bored Pipe
1842,Fur Robot
1842,Eyes Bloodshot
1843,Hat Horns
1843,Background Blue
1843,Mouth Phoneme  ooo
1843,Fur Gray
1843,Eyes Bored
1844,Eyes Holographic
1844,Background Purple
1844,Mouth Grin
1844,Fur White
1844,Clothes Tweed Suit
1845,Earring Silver Hoop
1845,Mouth Bored Unshaven Kazoo
1845,Background Yellow
1845,Fur Brown
1845,Eyes Bored
1846,Eyes Scumbag
1846,Clothes Vietnam Jacket
1846,Mouth Grin Gold Grill
1846,Background New Punk Blue
1846,Hat Party Hat 2
1846,Fur Gray
1847,Eyes Sad
1847,Fur Dark Brown
1847,Mouth Bored
1847,Clothes Striped Tee
1847,Background Gray
1848,Hat Safari
1848,Background Aquamarine
1848,Mouth Phoneme Oh
1848,Eyes 3d
1848,Fur Brown
1848,Clothes Prison Jumpsuit
1849,Fur Cream
1849,Clothes Service
1849,Eyes Crazy
1849,Background Yellow
1849,Mouth Dumbfounded
1850,Clothes Bandolier
1850,Eyes Bloodshot
1850,Earring Silver Hoop
1850,Fur Cream
1850,Background Aquamarine
1850,Mouth Bored Cigarette
1850,Hat Bayc Hat Black
1851,Fur Black
1851,Background Aquamarine
1851,Mouth Discomfort
1851,Hat Beanie
1851,Eyes Cyborg
1852,Fur Golden Brown
1852,Mouth Dumbfounded
1852,Earring Silver Stud
1852,Hat Short Mohawk
1852,Eyes Sunglasses
1852,Background Blue
1853,Hat Bowler
1853,Clothes Rainbow Suspenders
1853,Mouth Bored
1853,Background Purple
1853,Fur Cream
1853,Eyes Coins
1854,Eyes Bored
1854,Clothes Guayabera
1854,Fur Black
1854,Background Orange
1854,Mouth Tongue Out
1855,Clothes Sleeveless Logo T
1855,Background Purple
1855,Eyes Holographic
1855,Hat Army Hat
1855,Mouth Bored Unshaven
1855,Fur Golden Brown
1856,Background Purple
1856,Eyes Bored
1856,Fur Black
1856,Hat Bowler
1856,Mouth Bored Cigarette
1857,Fur Tan
1857,Background Aquamarine
1857,Mouth Bored Unshaven
1857,Hat Bowler
1857,Clothes Cowboy Shirt
1857,Eyes Bloodshot
1858,Clothes Lab Coat
1858,Fur Brown
1858,Eyes Hypnotized
1858,Earring Gold Hoop
1858,Hat Prussian Helmet
1858,Mouth Jovial
1858,Background Yellow
1859,Clothes Bone Tee
1859,Hat Fez
1859,Eyes Hypnotized
1859,Fur Cream
1859,Background Orange
1859,Mouth Bored Unshaven
1860,Eyes Eyepatch
1860,Background Army Green
1860,Hat Trippy Captain's Hat
1860,Fur Cream
1860,Mouth Dumbfounded
1861,Fur White
1861,Background Army Green
1861,Eyes Blue Beams
1861,Hat Fez
1861,Mouth Bored Unshaven
1862,Background Gray
1862,Mouth Dumbfounded
1862,Fur Robot
1862,Earring Gold Stud
1862,Eyes Coins
1863,Clothes Black T
1863,Mouth Phoneme L
1863,Fur Cream
1863,Eyes Sunglasses
1863,Background Gray
1864,Fur Brown
1864,Clothes Smoking Jacket
1864,Hat Bayc Hat Black
1864,Eyes 3d
1864,Mouth Phoneme Oh
1864,Background Gray
1865,Eyes Sleepy
1865,Clothes Service
1865,Mouth Bored Unshaven Cigar
1865,Fur Tan
1865,Background Army Green
1866,Eyes Bored
1866,Background Blue
1866,Fur Brown
1866,Mouth Dumbfounded
1867,Mouth Bored Unshaven
1867,Fur Tan
1867,Background Blue
1867,Hat Horns
1867,Eyes Coins
1867,Clothes Sailor Shirt
1868,Hat Horns
1868,Background Orange
1868,Clothes Striped Tee
1868,Mouth Bored Unshaven
1868,Fur Cheetah
1868,Eyes Eyepatch
1869,Earring Silver Stud
1869,Clothes Sleeveless Logo T
1869,Hat Seaman's Hat
1869,Background Blue
1869,Mouth Grin
1869,Fur Dark Brown
1869,Eyes Sleepy
1870,Clothes Navy Striped Tee
1870,Fur Brown
1870,Eyes Bloodshot
1870,Mouth Phoneme Wah
1870,Background Gray
1870,Hat Horns
1871,Background Army Green
1871,Eyes Bored
1871,Hat Halo
1871,Fur Brown
1871,Mouth Bored Cigarette
1872,Fur Dark Brown
1872,Clothes Tanktop
1872,Eyes 3d
1872,Background Yellow
1872,Mouth Phoneme  ooo
1872,Hat Beanie
1872,Earring Silver Hoop
1873,Clothes Bayc T Red
1873,Mouth Grin Multicolored
1873,Background Yellow
1873,Eyes Bored
1873,Fur Robot
1874,Eyes Bloodshot
1874,Background Gray
1874,Hat Bayc Flipped Brim
1874,Clothes Tweed Suit
1874,Mouth Bored
1874,Fur Red
1875,Clothes Sailor Shirt
1875,Fur Blue
1875,Mouth Bored Cigarette
1875,Eyes Bored
1875,Background Orange
1875,Hat Spinner Hat
1876,Background Orange
1876,Hat Faux Hawk
1876,Clothes Toga
1876,Earring Gold Hoop
1876,Eyes Crazy
1876,Mouth Grin
1876,Fur Brown
1877,Background New Punk Blue
1877,Hat Horns
1877,Eyes Closed
1877,Mouth Dumbfounded
1877,Fur Cheetah
1878,Clothes Leather Punk Jacket
1878,Earring Gold Stud
1878,Hat Girl's Hair Short
1878,Eyes Holographic
1878,Mouth Phoneme Oh
1878,Background Yellow
1878,Fur Cheetah
1879,Eyes Heart
1879,Hat Army Hat
1879,Fur Robot
1879,Clothes Work Vest
1879,Background Gray
1879,Mouth Dumbfounded
1880,Background Gray
1880,Eyes Scumbag
1880,Mouth Phoneme  ooo
1880,Clothes Work Vest
1880,Hat Safari
1880,Fur Dark Brown
1881,Fur Red
1881,Eyes Blindfold
1881,Background Army Green
1881,Mouth Bored Unshaven
1881,Hat Bunny Ears
1881,Clothes Lab Coat
1882,Background Army Green
1882,Earring Gold Hoop
1882,Clothes Toga
1882,Mouth Phoneme Wah
1882,Eyes Bored
1882,Fur Trippy
1883,Background Aquamarine
1883,Fur Dark Brown
1883,Hat Safari
1883,Clothes Striped Tee
1883,Mouth Small Grin
1883,Eyes 3d
1884,Eyes Sleepy
1884,Background Aquamarine
1884,Fur Trippy
1884,Clothes Service
1884,Mouth Bored Unshaven
1885,Fur Black
1885,Background Yellow
1885,Eyes Zombie
1885,Mouth Dumbfounded
1885,Clothes Service
1886,Clothes Caveman Pelt
1886,Background Blue
1886,Mouth Bored Unshaven
1886,Fur Red
1886,Eyes Bloodshot
1886,Hat Irish Boho
1887,Clothes Stunt Jacket
1887,Mouth Bored
1887,Eyes Closed
1887,Background Yellow
1887,Fur Blue
1888,Background Aquamarine
1888,Earring Silver Stud
1888,Fur Tan
1888,Hat Commie Hat
1888,Mouth Phoneme L
1888,Eyes Bored
1889,Clothes Caveman Pelt
1889,Fur Red
1889,Eyes Coins
1889,Background Aquamarine
1889,Mouth Discomfort
1890,Clothes Lumberjack Shirt
1890,Mouth Bored
1890,Eyes Holographic
1890,Background Orange
1890,Hat Horns
1890,Fur Pink
1891,Hat Irish Boho
1891,Background Aquamarine
1891,Mouth Phoneme Wah
1891,Fur Pink
1891,Clothes Toga
1891,Eyes Robot
1892,Mouth Bored Unshaven
1892,Background New Punk Blue
1892,Fur Tan
1892,Clothes Bandolier
1892,Eyes Robot
1893,Fur White
1893,Background New Punk Blue
1893,Hat Sushi Chef Headband
1893,Eyes Eyepatch
1893,Mouth Bored Pipe
1893,Clothes Rainbow Suspenders
1894,Clothes Guayabera
1894,Background New Punk Blue
1894,Eyes Bloodshot
1894,Fur Black
1894,Hat Beanie
1894,Mouth Bored Unshaven Cigarette
1895,Fur Black
1895,Eyes X Eyes
1895,Earring Gold Hoop
1895,Clothes Lumberjack Shirt
1895,Hat Fisherman's Hat
1895,Mouth Bored Unshaven
1895,Background Orange
1896,Background Army Green
1896,Fur Black
1896,Clothes Stunt Jacket
1896,Eyes Eyepatch
1896,Hat Trippy Captain's Hat
1896,Mouth Bored Unshaven
1897,Mouth Phoneme Vuh
1897,Background Orange
1897,Fur Dark Brown
1897,Eyes Sleepy
1897,Hat Sushi Chef Headband
1897,Clothes Bone Necklace
1898,Clothes Striped Tee
1898,Background New Punk Blue
1898,Earring Silver Hoop
1898,Hat S&m Hat
1898,Mouth Bored
1898,Fur Black
1898,Eyes Crazy
1899,Fur Brown
1899,Clothes Prison Jumpsuit
1899,Hat Short Mohawk
1899,Background Yellow
1899,Eyes Bloodshot
1899,Mouth Bored Unshaven
1899,Earring Silver Hoop
1900,Mouth Small Grin
1900,Clothes Sleeveless Logo T
1900,Eyes Bloodshot
1900,Earring Gold Hoop
1900,Background Aquamarine
1900,Fur Tan
1900,Hat Bowler
1901,Hat Commie Hat
1901,Mouth Bored Unshaven
1901,Fur Zombie
1901,Eyes Sleepy
1901,Earring Silver Hoop
1901,Background Orange
1901,Clothes Hawaiian
1902,Clothes Sailor Shirt
1902,Hat Bayc Hat Black
1902,Fur Cream
1902,Eyes Blindfold
1902,Background Army Green
1902,Mouth Bored Cigar
1903,Fur Robot
1903,Eyes Hypnotized
1903,Mouth Discomfort
1903,Clothes Black T
1903,Hat Cowboy Hat
1903,Background Blue
1904,Hat Prussian Helmet
1904,Fur Black
1904,Mouth Grin
1904,Background Purple
1904,Eyes Bored
1904,Clothes Bayc T Black
1905,Background Yellow
1905,Earring Silver Hoop
1905,Mouth Bored Unshaven
1905,Clothes Puffy Vest
1905,Hat Seaman's Hat
1905,Fur Dark Brown
1905,Eyes X Eyes
1906,Fur Dark Brown
1906,Eyes Bloodshot
1906,Clothes Bone Tee
1906,Background Orange
1906,Hat Seaman's Hat
1906,Mouth Bored
1907,Eyes Angry
1907,Background Yellow
1907,Clothes Leather Punk Jacket
1907,Hat Beanie
1907,Mouth Bored Unshaven
1907,Fur Cheetah
1908,Background Gray
1908,Eyes Sleepy
1908,Clothes Sleeveless T
1908,Earring Gold Hoop
1908,Fur Golden Brown
1908,Mouth Bored Unshaven Cigarette
1908,Hat Irish Boho
1909,Hat Sushi Chef Headband
1909,Clothes Admirals Coat
1909,Fur Cream
1909,Background Gray
1909,Mouth Bored
1909,Eyes Robot
1910,Background Army Green
1910,Clothes Black T
1910,Mouth Grin Multicolored
1910,Eyes Sleepy
1910,Fur Brown
1911,Mouth Grin Gold Grill
1911,Earring Silver Stud
1911,Clothes Tweed Suit
1911,Background Army Green
1911,Hat Bunny Ears
1911,Fur Robot
1911,Eyes Sunglasses
1912,Background Army Green
1912,Eyes Sunglasses
1912,Clothes Bone Necklace
1912,Earring Silver Stud
1912,Mouth Bored
1912,Hat Sea Captain's Hat
1912,Fur Robot
1913,Mouth Bored Pipe
1913,Clothes Black Suit
1913,Eyes Blindfold
1913,Hat Halo
1913,Fur White
1913,Background Army Green
1914,Fur Pink
1914,Clothes Sailor Shirt
1914,Hat Bayc Flipped Brim
1914,Background Yellow
1914,Eyes Sleepy
1914,Mouth Bored Unshaven
1915,Fur Dark Brown
1915,Clothes Guayabera
1915,Background Yellow
1915,Eyes Sleepy
1915,Mouth Bored Unshaven Cigar
1915,Hat Girl's Hair Pink
1916,Background Blue
1916,Mouth Phoneme  ooo
1916,Fur Gray
1916,Eyes Crazy
1916,Hat Short Mohawk
1916,Clothes Tanktop
1916,Earring Silver Hoop
1917,Background Army Green
1917,Hat Girl's Hair Short
1917,Clothes Prison Jumpsuit
1917,Fur Death Bot
1917,Eyes Laser Eyes
1917,Mouth Bored Cigarette
1918,Eyes Sunglasses
1918,Mouth Grin
1918,Hat Bowler
1918,Clothes Navy Striped Tee
1918,Fur Gray
1918,Background Yellow
1919,Eyes Sleepy
1919,Background Aquamarine
1919,Fur Robot
1919,Mouth Bored Bubblegum
1919,Hat Safari
1920,Clothes Puffy Vest
1920,Fur Black
1920,Background Blue
1920,Eyes Cyborg
1920,Mouth Phoneme Oh
1921,Hat Sea Captain's Hat
1921,Eyes Wide Eyed
1921,Clothes Biker Vest
1921,Fur Pink
1921,Background Blue
1921,Mouth Bored
1922,Background Orange
1922,Mouth Bored
1922,Fur Cream
1922,Clothes Leather Jacket
1922,Eyes Sleepy
1923,Fur Brown
1923,Hat Party Hat 1
1923,Eyes Sunglasses
1923,Background Army Green
1923,Mouth Grin Diamond Grill
1924,Eyes Bored
1924,Mouth Dumbfounded
1924,Background Aquamarine
1924,Fur Dark Brown
1924,Hat Beanie
1924,Clothes Striped Tee
1925,Earring Diamond Stud
1925,Eyes Sunglasses
1925,Background Army Green
1925,Mouth Phoneme Vuh
1925,Clothes Guayabera
1925,Fur Golden Brown
1926,Mouth Jovial
1926,Eyes Eyepatch
1926,Hat Seaman's Hat
1926,Clothes Striped Tee
1926,Background Army Green
1926,Fur Brown
1927,Clothes Bayc T Red
1927,Background Army Green
1927,Mouth Rage
1927,Hat Bandana Blue
1927,Fur Cheetah
1927,Eyes Eyepatch
1928,Mouth Dumbfounded
1928,Eyes Bored
1928,Clothes Wool Turtleneck
1928,Background Yellow
1928,Fur Brown
1929,Fur Golden Brown
1929,Background New Punk Blue
1929,Eyes Hypnotized
1929,Mouth Bored Cigarette
1930,Clothes Blue Dress
1930,Eyes Heart
1930,Mouth Bored Unshaven
1930,Earring Gold Hoop
1930,Background Blue
1930,Hat Beanie
1930,Fur Black
1931,Earring Silver Hoop
1931,Clothes Toga
1931,Hat Bayc Flipped Brim
1931,Fur Blue
1931,Background Gray
1931,Mouth Grin Multicolored
1931,Eyes Wide Eyed
1932,Mouth Dumbfounded
1932,Fur Zombie
1932,Hat S&m Hat
1932,Background Yellow
1932,Clothes Puffy Vest
1932,Eyes Sleepy
1933,Mouth Dumbfounded
1933,Background New Punk Blue
1933,Eyes Closed
1933,Fur Dark Brown
1933,Clothes Vietnam Jacket
1934,Background Gray
1934,Eyes Sleepy
1934,Hat Bowler
1934,Fur Dark Brown
1934,Mouth Bored Unshaven Kazoo
1934,Clothes Caveman Pelt
1935,Background Yellow
1935,Hat Bunny Ears
1935,Eyes Sunglasses
1935,Mouth Bored Bubblegum
1935,Clothes Biker Vest
1935,Fur Brown
1936,Mouth Jovial
1936,Clothes Leather Jacket
1936,Fur Gray
1936,Background Yellow
1936,Earring Silver Stud
1936,Eyes Sad
1937,Clothes Leather Punk Jacket
1937,Fur Black
1937,Eyes Zombie
1937,Background Yellow
1937,Mouth Grin
1938,Earring Silver Hoop
1938,Hat Seaman's Hat
1938,Eyes Heart
1938,Fur Black
1938,Background Army Green
1938,Clothes Lab Coat
1938,Mouth Grin
1939,Fur Cream
1939,Background Gray
1939,Mouth Phoneme Wah
1939,Eyes Sad
1939,Hat Girl's Hair Short
1939,Clothes Black Holes T
1940,Eyes Sleepy
1940,Clothes Puffy Vest
1940,Hat Halo
1940,Background Aquamarine
1940,Mouth Bored
1940,Fur Tan
1941,Mouth Bored Unshaven
1941,Clothes Tweed Suit
1941,Hat Army Hat
1941,Background Orange
1941,Eyes Sad
1941,Earring Gold Hoop
1941,Fur Cream
1942,Eyes Heart
1942,Fur Red
1942,Mouth Grin
1942,Background Blue
1942,Clothes Tanktop
1942,Hat Sea Captain's Hat
1943,Clothes Stunt Jacket
1943,Fur Brown
1943,Mouth Bored Cigar
1943,Background New Punk Blue
1943,Eyes Eyepatch
1943,Hat Bowler
1944,Eyes Robot
1944,Fur Zombie
1944,Mouth Dumbfounded
1944,Clothes Black T
1944,Background New Punk Blue
1945,Mouth Grin
1945,Hat Bayc Flipped Brim
1945,Earring Gold Hoop
1945,Fur Red
1945,Clothes Guayabera
1945,Background Purple
1945,Eyes Heart
1946,Fur Dark Brown
1946,Background Army Green
1946,Eyes Bored
1946,Hat Commie Hat
1946,Mouth Bored
1946,Clothes Hawaiian
1947,Mouth Bored
1947,Clothes Vietnam Jacket
1947,Fur Gray
1947,Background Blue
1947,Eyes Closed
1947,Hat Beanie
1948,Mouth Bored
1948,Background Yellow
1948,Eyes Sleepy
1948,Clothes Tweed Suit
1948,Hat S&m Hat
1948,Fur Gray
1949,Background Orange
1949,Mouth Bored
1949,Earring Gold Stud
1949,Hat Sea Captain's Hat
1949,Eyes Sunglasses
1949,Fur Brown
1949,Clothes Sleeveless T
1950,Hat Halo
1950,Mouth Phoneme  ooo
1950,Fur Dark Brown
1950,Eyes Bloodshot
1950,Background New Punk Blue
1951,Mouth Bored Kazoo
1951,Eyes Crazy
1951,Hat Cowboy Hat
1951,Fur Zombie
1951,Background Aquamarine
1952,Fur Brown
1952,Background Gray
1952,Eyes Sunglasses
1952,Earring Silver Stud
1952,Hat Seaman's Hat
1952,Clothes Tweed Suit
1952,Mouth Bored
1953,Fur Dark Brown
1953,Mouth Dumbfounded
1953,Eyes Sad
1953,Background Army Green
1953,Clothes Guayabera
1954,Eyes Bloodshot
1954,Hat Bowler
1954,Earring Gold Hoop
1954,Fur Tan
1954,Mouth Bored
1954,Background New Punk Blue
1955,Eyes Bloodshot
1955,Earring Silver Stud
1955,Fur Tan
1955,Background New Punk Blue
1955,Clothes Striped Tee
1955,Mouth Bored
1955,Hat Bunny Ears
1956,Fur Brown
1956,Hat Bayc Hat Red
1956,Clothes Leather Jacket
1956,Eyes 3d
1956,Background New Punk Blue
1956,Mouth Grin Multicolored
1957,Background Blue
1957,Clothes Black T
1957,Mouth Bored Unshaven Pipe
1957,Hat Halo
1957,Fur Zombie
1957,Eyes Bored
1958,Background Yellow
1958,Eyes Coins
1958,Fur Robot
1958,Hat Seaman's Hat
1958,Mouth Tongue Out
1959,Eyes Sad
1959,Background Orange
1959,Hat Irish Boho
1959,Mouth Tongue Out
1959,Fur White
1960,Fur Golden Brown
1960,Hat Baby's Bonnet
1960,Earring Silver Hoop
1960,Mouth Dumbfounded
1960,Clothes Sleeveless T
1960,Eyes Coins
1960,Background Army Green
1961,Background New Punk Blue
1961,Fur Black
1961,Clothes Work Vest
1961,Eyes Zombie
1961,Mouth Bored Unshaven
1961,Hat Bayc Flipped Brim
1962,Eyes Bloodshot
1962,Clothes Sleeveless T
1962,Fur White
1962,Earring Silver Stud
1962,Mouth Bored Cigarette
1962,Background Aquamarine
1962,Hat Bayc Flipped Brim
1963,Fur Tan
1963,Mouth Bored
1963,Background Orange
1963,Eyes Coins
1964,Hat Bandana Blue
1964,Fur Golden Brown
1964,Background Gray
1964,Eyes Bored
1964,Mouth Phoneme Vuh
1964,Clothes Tanktop
1965,Mouth Bored Unshaven
1965,Background Orange
1965,Eyes Bored
1965,Fur Pink
1965,Hat Seaman's Hat
1966,Mouth Bored
1966,Eyes 3d
1966,Fur White
1966,Hat Commie Hat
1966,Background Blue
1966,Clothes Wool Turtleneck
1967,Hat Army Hat
1967,Mouth Bored Unshaven
1967,Eyes Wide Eyed
1967,Clothes Guayabera
1967,Background Gray
1967,Fur Cheetah
