,image_id,trait_type,value
9464,3608,type,Female
9465,3608,accessory,Nerd Glasses
9466,3608,accessory,Purple Lipstick
9467,3608,accessory,Mohawk Thin
9468,3608,accessory,3 attributes
9469,3609,accessory,Earring
9470,3609,accessory,Do-rag
9471,3609,type,Zombie
9472,361,type,Male
9473,361,accessory,Mohawk Dark
9474,3610,type,Female
9475,3610,accessory,Mole
9476,3610,accessory,Stringy Hair
9477,3610,accessory,Hot Lipstick
9478,3610,accessory,3 attributes
9479,3611,type,Male
9480,3611,accessory,Nerd Glasses
9481,3611,accessory,Messy Hair
9482,3611,accessory,2 attributes
9483,3612,type,Male
9484,3612,accessory,Cigarette
9485,3612,accessory,Earring
9486,3612,accessory,Cap Forward
9487,3613,type,Male
9488,3613,accessory,Messy Hair
9489,3613,accessory,Earring
9490,3613,accessory,Clown Eyes Blue
9491,3613,accessory,Luxurious Beard
9492,3613,accessory,4 attributes
9493,3614,type,Male
9494,3614,accessory,Shadow Beard
9495,3614,accessory,Hoodie
9496,3614,accessory,2 attributes
9497,3615,type,Female
9498,3615,accessory,Earring
9499,3615,accessory,Straight Hair Dark
9500,3615,accessory,Purple Eye Shadow
9501,3616,type,Female
9502,3616,accessory,Blonde Short
9503,3616,accessory,Black Lipstick
9504,3616,accessory,Purple Eye Shadow
9505,3617,type,Female
9506,3617,accessory,Cigarette
9507,3617,accessory,Hot Lipstick
9508,3617,accessory,Wild Hair
9509,3617,accessory,3 attributes
9510,3618,type,Male
9511,3618,accessory,Peak Spike
9512,3618,accessory,Earring
9513,3618,accessory,Big Shades
9514,3618,accessory,Pipe
9515,362,type,Male
9516,362,accessory,Peak Spike
9517,362,accessory,Shadow Beard
9518,362,accessory,Eye Mask
9519,3620,type,Male
9520,3620,accessory,Gold Chain
9521,3620,accessory,Earring
9522,3620,accessory,Wild Hair
9523,3620,accessory,Normal Beard
9524,3620,accessory,4 attributes
9525,3621,type,Female
9526,3621,accessory,Mohawk
9527,3621,accessory,Cigarette
9528,3621,accessory,Earring
9529,3622,type,Male
9530,3622,accessory,Bandana
9531,3622,accessory,Front Beard Dark
9532,3622,accessory,Vape
9533,3622,accessory,Small Shades
9534,3623,type,Female
9535,3623,accessory,Big Shades
9536,3623,accessory,Clown Hair Green
9537,3623,accessory,Hot Lipstick
9538,3625,type,Male
9539,3625,accessory,Peak Spike
9540,3625,accessory,Horned Rim Glasses
9541,3625,accessory,Frown
9542,3625,accessory,Front Beard
9543,3626,type,Male
9544,3626,accessory,Bandana
9545,3626,accessory,Medical Mask
9546,3627,type,Female
9547,3627,accessory,Dark Hair
9548,3627,accessory,Clown Eyes Blue
9549,3628,type,Female
9550,3628,accessory,Classic Shades
9551,3628,accessory,Hot Lipstick
9552,3628,accessory,Straight Hair
9553,3628,accessory,3 attributes
9554,3629,accessory,Clown Eyes Green
9555,3629,type,Female
9556,3629,accessory,Earring
9557,3629,accessory,Hot Lipstick
9558,3629,accessory,Straight Hair
9559,3630,type,Male
9560,3630,accessory,Vampire Hair
9561,3630,accessory,Eye Patch
9562,3631,type,Male
9563,3631,accessory,Eye Patch
9564,3631,accessory,Police Cap
9565,3632,type,Female
9566,3632,accessory,Mohawk
9567,3632,accessory,Earring
9568,3633,type,Male
9569,3633,accessory,VR
9570,3633,accessory,Chinstrap
9571,3633,accessory,Knitted Cap
9572,3634,type,Male
9573,3634,accessory,Knitted Cap
9574,3634,accessory,Goat
9575,3636,accessory,Earring
9576,3636,accessory,Front Beard Dark
9577,3636,accessory,Top Hat
9578,3636,type,Zombie
9579,3637,type,Female
9580,3637,accessory,Green Eye Shadow
9581,3637,accessory,Earring
9582,3638,type,Male
9583,3638,accessory,Mole
9584,3638,accessory,Cigarette
9585,3638,accessory,Cowboy Hat
9586,364,type,Male
9587,364,accessory,Hoodie
9588,364,accessory,Normal Beard Black
9589,3640,type,Male
9590,3640,accessory,Nerd Glasses
9591,3640,accessory,Mohawk Dark
9592,3640,accessory,Normal Beard Black
9593,3641,type,Female
9594,3641,accessory,Black Lipstick
9595,3641,accessory,Cigarette
9596,3641,accessory,Tassle Hat
9597,3642,type,Male
9598,3642,accessory,VR
9599,3642,accessory,Headband
9600,3645,type,Male
9601,3645,accessory,Nerd Glasses
9602,3645,accessory,Crazy Hair
9603,3646,type,Female
9604,3646,accessory,Cigarette
9605,3646,accessory,Stringy Hair
9606,3646,accessory,Regular Shades
9607,3646,accessory,3 attributes
9608,3647,type,Male
9609,3647,accessory,Earring
9610,3647,accessory,Eye Patch
9611,3647,accessory,Mohawk Dark
9612,3648,type,Female
9613,3648,accessory,Purple Lipstick
9614,3648,accessory,Red Mohawk
9615,3648,accessory,Welding Goggles
9616,3648,accessory,3 attributes
9617,365,type,Male
9618,365,accessory,Do-rag
9619,365,accessory,Normal Beard
9620,3650,type,Male
9621,3650,accessory,Nerd Glasses
9622,3650,accessory,Vampire Hair
9623,3650,accessory,Handlebars
9624,3652,type,Male
9625,3652,accessory,Earring
9626,3652,accessory,Chinstrap
9627,3652,accessory,Cap Forward
9628,3655,type,Male
9629,3655,accessory,Goat
9630,3655,accessory,Mohawk Dark
9631,3655,accessory,2 attributes
9632,3656,type,Female
9633,3656,accessory,Blonde Short
9634,3656,accessory,Eye Patch
9635,3658,type,Female
9636,3658,accessory,Mohawk
9637,3658,accessory,Big Shades
9638,3659,type,Female
9639,3659,accessory,Black Lipstick
9640,3659,accessory,Cigarette
9641,3659,accessory,Dark Hair
9642,3659,accessory,3 attributes
9643,366,type,Male
9644,366,accessory,Mohawk
9645,366,accessory,Earring
9646,366,accessory,Eye Mask
9647,3660,type,Male
9648,3660,accessory,Shaved Head
9649,3660,accessory,Small Shades
9650,3660,accessory,2 attributes
9651,3661,type,Male
9652,3661,accessory,Vampire Hair
9653,3661,accessory,1 attributes
9654,3662,type,Male
9655,3662,accessory,Clown Eyes Green
9656,3662,accessory,Headband
9657,3663,type,Female
9658,3663,accessory,Purple Lipstick
9659,3663,accessory,Knitted Cap
9660,3663,accessory,Eye Mask
9661,3666,type,Male
9662,3666,accessory,Muttonchops
9663,3666,accessory,Hoodie
9664,3666,accessory,2 attributes
9665,3667,type,Male
9666,3667,accessory,Chinstrap
9667,3667,accessory,Do-rag
9668,3667,accessory,Clown Eyes Blue
9669,3669,type,Male
9670,3669,accessory,Eye Patch
9671,3669,accessory,Beanie
9672,3669,accessory,2 attributes
9673,367,type,Male
9674,367,accessory,Clown Hair Green
9675,3670,type,Male
9676,3670,accessory,Shadow Beard
9677,3670,accessory,Cap Forward
9678,3671,type,Male
9679,3671,accessory,Mole
9680,3671,accessory,Classic Shades
9681,3671,accessory,Do-rag
9682,3671,accessory,Normal Beard Black
9683,3672,type,Male
9684,3672,accessory,Shadow Beard
9685,3672,accessory,Earring
9686,3672,accessory,Clown Eyes Blue
9687,3672,accessory,Hoodie
9688,3673,type,Female
9689,3673,accessory,Earring
9690,3673,accessory,Blue Eye Shadow
9691,3673,accessory,Pink With Hat
9692,3675,type,Female
9693,3675,accessory,Cap
9694,3675,accessory,Nerd Glasses
9695,3675,accessory,Hot Lipstick
9696,3675,accessory,3 attributes
9697,3676,type,Male
9698,3676,accessory,Shadow Beard
9699,3676,accessory,Messy Hair
9700,3676,accessory,Small Shades
9701,3678,type,Female
9702,3678,accessory,Purple Lipstick
9703,3678,accessory,Earring
9704,3678,accessory,Tassle Hat
9705,3679,type,Male
9706,3679,accessory,Horned Rim Glasses
9707,3679,accessory,Purple Hair
9708,368,type,Female
9709,368,accessory,Purple Lipstick
9710,368,accessory,Frumpy Hair
9711,3680,type,Male
9712,3680,accessory,Horned Rim Glasses
9713,3680,accessory,Bandana
9714,3680,accessory,Silver Chain
9715,3681,type,Male
9716,3681,accessory,Mole
9717,3681,accessory,Earring
9718,3681,accessory,Regular Shades
9719,3681,accessory,Headband
9720,3682,type,Male
9721,3682,accessory,Top Hat
9722,3682,accessory,Medical Mask
9723,3682,accessory,2 attributes
9724,3683,type,Male
9725,3683,accessory,Cigarette
9726,3683,accessory,Frumpy Hair
9727,3683,accessory,Handlebars
9728,3686,type,Female
9729,3686,accessory,Black Lipstick
9730,3686,accessory,Earring
9731,3686,accessory,Wild White Hair
9732,3687,type,Male
9733,3687,accessory,Cigarette
9734,3687,accessory,Mohawk Dark
9735,3687,accessory,Handlebars
9736,3687,accessory,3 attributes
9737,3688,type,Female
9738,3688,accessory,Green Eye Shadow
9739,3688,accessory,Mohawk
9740,3688,accessory,Earring
9741,3688,accessory,3 attributes
9742,3689,type,Male
9743,3689,accessory,Frown
9744,3689,accessory,Hoodie
9745,369,type,Male
9746,369,accessory,Earring
9747,369,accessory,Fedora
9748,369,accessory,Luxurious Beard
9749,369,accessory,3 attributes
9750,3690,type,Male
9751,3690,accessory,Nerd Glasses
9752,3690,accessory,Muttonchops
9753,3690,accessory,Knitted Cap
9754,3691,type,Male
9755,3691,accessory,Messy Hair
9756,3691,accessory,Earring
9757,3691,accessory,Big Shades
9758,3691,accessory,Spots
9759,3692,type,Female
9760,3692,accessory,Stringy Hair
9761,3692,accessory,Clown Nose
9762,3693,type,Male
9763,3693,accessory,Cap
9764,3693,accessory,Earring
9765,3693,accessory,Clown Eyes Blue
9766,3694,type,Male
9767,3694,accessory,Nerd Glasses
9768,3694,accessory,Vape
9769,3694,accessory,Police Cap
9770,3695,type,Male
9771,3695,accessory,Mohawk Dark
9772,3695,accessory,Front Beard Dark
9773,3695,accessory,Small Shades
9774,3695,accessory,3 attributes
9775,3696,type,Male
9776,3696,accessory,Chinstrap
9777,3696,accessory,Purple Hair
9778,3698,type,Male
9779,3698,accessory,Goat
9780,3698,accessory,3D Glasses
9781,3698,accessory,Clown Nose
9782,3698,accessory,Cowboy Hat
9783,37,type,Female
9784,37,accessory,Cap
9785,37,accessory,Clown Eyes Blue
9786,3700,type,Male
9787,3700,accessory,Earring
9788,3700,accessory,Frown
9789,3700,accessory,Knitted Cap
9790,3700,accessory,Luxurious Beard
9791,3700,accessory,Small Shades
9792,3701,type,Male
9793,3701,accessory,Shadow Beard
9794,3701,accessory,Regular Shades
9795,3701,accessory,Wild Hair
9796,3702,type,Male
9797,3702,accessory,Clown Hair Green
9798,3702,accessory,Small Shades
9799,3702,accessory,2 attributes
9800,3704,type,Female
9801,3704,accessory,Purple Lipstick
9802,3704,accessory,Earring
9803,3704,accessory,Pigtails
9804,3704,accessory,3 attributes
9805,3705,type,Female
9806,3705,accessory,Purple Lipstick
9807,3705,accessory,Cigarette
9808,3705,accessory,Mohawk Thin
9809,3705,accessory,Welding Goggles
9810,3705,accessory,4 attributes
9811,3706,type,Female
9812,3706,accessory,Black Lipstick
9813,3706,accessory,Earring
9814,3706,accessory,Big Shades
9815,3706,accessory,Clown Nose
9816,3706,accessory,Tassle Hat
9817,3707,type,Female
9818,3707,accessory,Purple Lipstick
9819,3707,accessory,Straight Hair Dark
9820,3707,accessory,Choker
9821,3707,accessory,3 attributes
9822,3708,type,Male
9823,3708,accessory,Peak Spike
9824,3708,accessory,Muttonchops
9825,3708,accessory,Earring
9826,3709,type,Female
9827,3709,accessory,Half Shaved
9828,3709,accessory,Vape
9829,371,type,Female
9830,371,accessory,Frumpy Hair
9831,3711,type,Female
9832,3711,accessory,Gold Chain
9833,3711,accessory,Stringy Hair
9834,3712,type,Female
9835,3712,accessory,Classic Shades
9836,3712,accessory,Vape
9837,3712,accessory,Tiara
9838,3712,accessory,3 attributes
9839,3713,type,Male
9840,3713,accessory,Classic Shades
9841,3713,accessory,Cigarette
9842,3713,accessory,Luxurious Beard
9843,3713,accessory,Mohawk Thin
9844,3714,type,Male
9845,3714,accessory,Shadow Beard
9846,3714,accessory,Headband
9847,3715,type,Male
9848,3715,accessory,Big Shades
9849,3715,accessory,Crazy Hair
9850,3716,type,Male
9851,3716,accessory,Shadow Beard
9852,3716,accessory,Mohawk
9853,3716,accessory,Regular Shades
9854,3718,type,Male
9855,3718,accessory,Clown Eyes Green
9856,3718,accessory,Mustache
9857,3718,accessory,Police Cap
9858,3718,accessory,3 attributes
9859,3722,type,Male
9860,3722,accessory,Big Shades
9861,3722,accessory,Bandana
9862,3722,accessory,Handlebars
9863,3722,accessory,3 attributes
9864,3723,type,Female
9865,3723,accessory,Frumpy Hair
9866,3723,accessory,Eye Mask
9867,3724,accessory,Clown Eyes Green
9868,3724,type,Female
9869,3724,accessory,Black Lipstick
9870,3724,accessory,Straight Hair Dark
9871,3725,type,Female
9872,3725,accessory,Green Eye Shadow
9873,3725,accessory,Mole
9874,3725,accessory,Wild Blonde
9875,3726,type,Male
9876,3726,accessory,Stringy Hair
9877,3726,accessory,Pipe
9878,3726,accessory,2 attributes
9879,3727,type,Male
9880,3727,accessory,Small Shades
9881,3727,accessory,Police Cap
9882,3728,type,Male
9883,3728,accessory,Fedora
9884,3728,accessory,Eye Patch
9885,3728,accessory,2 attributes
9886,3729,type,Male
9887,3729,accessory,Messy Hair
9888,3729,accessory,Luxurious Beard
9889,3729,accessory,Spots
9890,373,type,Male
9891,373,accessory,Earring
9892,373,accessory,Headband
9893,373,accessory,2 attributes
9894,3731,type,Male
9895,3731,accessory,Cap
9896,3731,accessory,Earring
9897,3731,accessory,Luxurious Beard
9898,3731,accessory,3 attributes
9899,3732,type,Male
9900,3732,accessory,Shadow Beard
9901,3732,accessory,Vampire Hair
9902,3732,accessory,2 attributes
9903,3733,type,Female
9904,3733,accessory,Green Eye Shadow
9905,3733,accessory,Cigarette
9906,3733,accessory,Earring
9907,3733,accessory,Hot Lipstick
9908,3733,accessory,Straight Hair Dark
9909,3733,accessory,5 attributes
9910,3734,type,Female
9911,3734,accessory,Green Eye Shadow
9912,3734,accessory,Crazy Hair
9913,3734,accessory,2 attributes
9914,3735,type,Female
9915,3735,accessory,Black Lipstick
9916,3735,accessory,Cigarette
9917,3735,accessory,Tassle Hat
9918,3736,type,Male
9919,3736,accessory,Earring
9920,3736,accessory,Frumpy Hair
9921,3736,accessory,Front Beard Dark
9922,3736,accessory,3 attributes
9923,3737,type,Male
9924,3737,accessory,Stringy Hair
9925,3737,accessory,Luxurious Beard
9926,3737,accessory,Small Shades
9927,3737,accessory,3 attributes
9928,3739,type,Male
9929,3739,accessory,Cigarette
9930,3739,accessory,Earring
9931,3739,accessory,Big Shades
9932,3739,accessory,Mohawk Dark
9933,3739,accessory,4 attributes
9934,374,type,Female
9935,374,accessory,Bandana
9936,374,accessory,Clown Eyes Blue
9937,3740,type,Male
9938,3740,accessory,Cap
9939,3740,accessory,Vape
9940,3741,type,Female
9941,3741,accessory,VR
9942,3741,accessory,Earring
9943,3742,type,Male
9944,3742,accessory,Earring
9945,3742,accessory,Headband
9946,3742,accessory,Normal Beard Black
9947,3743,accessory,Clown Eyes Green
9948,3743,type,Female
9949,3743,accessory,Black Lipstick
9950,3743,accessory,Mohawk Dark
9951,3744,type,Male
9952,3744,accessory,Mole
9953,3744,accessory,Earring
9954,3744,accessory,Crazy Hair
9955,3745,type,Male
9956,3745,accessory,Big Beard
9957,3745,accessory,Headband
9958,3745,accessory,2 attributes
9959,3746,type,Male
9960,3746,accessory,VR
9961,3746,accessory,Clown Hair Green
9962,3746,accessory,Luxurious Beard
9963,3747,type,Female
9964,3747,accessory,Pipe
9965,3747,accessory,Wild Blonde
9966,3748,type,Male
9967,3748,accessory,Clown Eyes Blue
9968,3748,accessory,Police Cap
9969,375,type,Female
9970,375,accessory,Green Eye Shadow
9971,375,accessory,Wild Hair
9972,375,accessory,2 attributes
9973,3750,type,Male
9974,3750,accessory,Classic Shades
9975,3750,accessory,Chinstrap
9976,3750,accessory,Crazy Hair
9977,3750,accessory,3 attributes
9978,3751,type,Male
9979,3751,accessory,Earring
9980,3751,accessory,Wild Hair
9981,3751,accessory,Goat
9982,3751,accessory,3 attributes
9983,3752,type,Male
9984,3752,accessory,Earring
9985,3752,accessory,Regular Shades
9986,3752,accessory,Crazy Hair
9987,3754,type,Male
9988,3754,accessory,Stringy Hair
9989,3754,accessory,Earring
9990,3754,accessory,Eye Mask
9991,3754,accessory,Vape
9992,3754,accessory,4 attributes
9993,3755,type,Female
9994,3755,accessory,Earring
9995,3755,accessory,Purple Eye Shadow
9996,3755,accessory,Pigtails
9997,3756,type,Female
9998,3756,accessory,Green Eye Shadow
9999,3756,accessory,Dark Hair
10000,3756,accessory,2 attributes
10001,3757,type,Female
10002,3757,accessory,Hot Lipstick
10003,3757,accessory,Choker
10004,3757,accessory,Crazy Hair
10005,3757,accessory,3 attributes
10006,3758,type,Male
10007,3758,accessory,Messy Hair
10008,3758,accessory,Classic Shades
10009,3758,accessory,Frown
10010,3758,accessory,Mustache
10011,3758,accessory,4 attributes
10012,376,type,Female
10013,376,accessory,Nerd Glasses
10014,376,accessory,Half Shaved
10015,3760,type,Male
10016,3760,accessory,Do-rag
10017,3760,accessory,Goat
10018,3760,accessory,Smile
10019,3760,accessory,3D Glasses
10020,3760,accessory,4 attributes
10021,3761,type,Male
10022,3761,accessory,Front Beard
10023,3761,accessory,Headband
10024,3761,accessory,Small Shades
10025,3761,accessory,3 attributes
10026,3763,type,Female
10027,3763,accessory,Blonde Short
10028,3763,accessory,Regular Shades
10029,3763,accessory,Choker
10030,3763,accessory,3 attributes
10031,3764,type,Male
10032,3764,accessory,Eye Patch
10033,3764,accessory,Hoodie
10034,3764,accessory,Normal Beard
10035,3764,accessory,3 attributes
10036,3765,type,Female
10037,3765,accessory,Vape
10038,3765,accessory,Purple Eye Shadow
10039,3765,accessory,Red Mohawk
10040,3766,type,Male
10041,3766,accessory,Shaved Head
10042,3766,accessory,Rosy Cheeks
10043,3767,type,Male
10044,3767,accessory,Mole
10045,3767,accessory,Frumpy Hair
10046,3767,accessory,Big Shades
10047,3767,accessory,3 attributes
10048,3768,type,Female
10049,3768,accessory,Black Lipstick
10050,3768,accessory,Stringy Hair
10051,3769,type,Male
10052,3769,accessory,Messy Hair
10053,3769,accessory,Earring
10054,3769,accessory,Normal Beard Black
10055,377,type,Male
10056,377,accessory,Cigarette
10057,377,accessory,Earring
10058,377,accessory,Regular Shades
10059,377,accessory,Headband
10060,377,accessory,Normal Beard
10061,3770,type,Female
10062,3770,accessory,Green Eye Shadow
10063,3770,accessory,Purple Lipstick
10064,3770,accessory,Cigarette
10065,3770,accessory,Half Shaved
10066,3770,accessory,4 attributes
10067,3771,type,Male
10068,3771,accessory,Earring
10069,3771,accessory,Bandana
10070,3771,accessory,Front Beard
10071,3773,type,Female
10072,3773,accessory,Classic Shades
10073,3773,accessory,Earring
10074,3773,accessory,Half Shaved
10075,3774,type,Female
10076,3774,accessory,Hot Lipstick
10077,3774,accessory,Straight Hair Dark
10078,3775,type,Female
10079,3775,accessory,Classic Shades
10080,3775,accessory,Purple Lipstick
10081,3775,accessory,Blonde Bob
10082,3776,type,Male
10083,3776,accessory,Frumpy Hair
10084,3776,accessory,Front Beard Dark
10085,3777,type,Female
10086,3777,accessory,Dark Hair
10087,3777,accessory,Clown Eyes Blue
10088,3777,accessory,2 attributes
10089,3778,type,Male
10090,3778,accessory,Nerd Glasses
10091,3778,accessory,Stringy Hair
10092,3778,accessory,Front Beard
10093,3778,accessory,3 attributes
10094,3779,type,Male
10095,3779,accessory,Shadow Beard
10096,3779,accessory,Earring
10097,3779,accessory,Shaved Head
10098,3779,accessory,Vape
10099,378,type,Female
10100,378,accessory,Earring
10101,378,accessory,Frumpy Hair
10102,378,accessory,2 attributes
10103,3780,type,Male
10104,3780,accessory,Shadow Beard
10105,3780,accessory,Messy Hair
10106,3780,accessory,Earring
10107,3781,type,Male
10108,3781,accessory,Horned Rim Glasses
10109,3781,accessory,Mohawk
10110,3781,accessory,Vape
10111,3782,type,Male
10112,3782,accessory,Cap
10113,3782,accessory,Earring
10114,3782,accessory,Chinstrap
10115,3784,type,Male
10116,3784,accessory,Earring
10117,3784,accessory,Bandana
10118,3784,accessory,Front Beard
10119,3784,accessory,3D Glasses
10120,3784,accessory,4 attributes
10121,3786,type,Female
10122,3786,accessory,Horned Rim Glasses
10123,3786,accessory,Mohawk
10124,3786,accessory,Hot Lipstick
10125,3788,type,Female
10126,3788,accessory,Black Lipstick
10127,3788,accessory,Bandana
10128,3788,accessory,2 attributes
10129,3789,type,Female
10130,3789,accessory,Mohawk
10131,3789,accessory,Purple Lipstick
10132,3789,accessory,Earring
10133,3789,accessory,3 attributes
10134,379,type,Female
10135,379,accessory,Purple Lipstick
10136,379,accessory,Earring
10137,379,accessory,Mohawk Thin
10138,3791,type,Female
10139,3791,accessory,Mole
10140,3791,accessory,Earring
10141,3791,accessory,Pilot Helmet
10142,3792,type,Male
10143,3792,accessory,Regular Shades
10144,3792,accessory,Mohawk Dark
10145,3792,accessory,Vape
10146,3793,type,Female
10147,3793,accessory,Black Lipstick
10148,3793,accessory,Cigarette
10149,3793,accessory,Blonde Bob
10150,3794,type,Male
10151,3794,accessory,Stringy Hair
10152,3794,accessory,Earring
10153,3794,accessory,Chinstrap
10154,3795,accessory,Clown Eyes Green
10155,3795,type,Female
10156,3795,accessory,Orange Side
10157,3796,type,Female
10158,3796,accessory,Cigarette
10159,3796,accessory,Bandana
10160,3797,type,Male
10161,3797,accessory,Gold Chain
10162,3797,accessory,Muttonchops
10163,3797,accessory,Do-rag
10164,3798,type,Female
10165,3798,accessory,Purple Lipstick
10166,3798,accessory,Earring
10167,3798,accessory,Straight Hair
10168,3798,accessory,Vape
10169,38,type,Female
10170,38,accessory,Classic Shades
10171,38,accessory,Purple Lipstick
10172,38,accessory,Frumpy Hair
10173,38,accessory,3 attributes
10174,380,type,Female
10175,380,accessory,Black Lipstick
10176,380,accessory,Earring
10177,380,accessory,Wild Hair
10178,3800,type,Male
10179,3800,accessory,Earring
10180,3800,accessory,Small Shades
10181,3800,accessory,Top Hat
10182,3800,accessory,3 attributes
10183,3801,type,Male
10184,3801,accessory,Big Beard
10185,3801,accessory,Earring
10186,3801,accessory,Clown Nose
10187,3801,accessory,Cowboy Hat
10188,3802,type,Male
10189,3802,accessory,Muttonchops
10190,3802,accessory,Earring
10191,3802,accessory,Mohawk Dark
10192,3803,type,Female
10193,3803,accessory,Blonde Short
10194,3803,accessory,Vape
10195,3803,accessory,2 attributes
10196,3804,type,Male
10197,3804,accessory,Chinstrap
10198,3804,accessory,Mohawk Dark
10199,3806,type,Male
10200,3806,accessory,Horned Rim Glasses
10201,3806,accessory,Stringy Hair
10202,3806,accessory,Normal Beard Black
10203,3806,accessory,3 attributes
10204,3807,type,Female
10205,3807,accessory,Black Lipstick
10206,3807,accessory,Cigarette
10207,3807,accessory,Wild Hair
10208,3807,accessory,Clown Eyes Blue
10209,3809,type,Male
10210,3809,accessory,Hoodie
10211,3809,accessory,Small Shades
10212,381,type,Female
10213,381,accessory,Purple Lipstick
10214,381,accessory,Knitted Cap
10215,3811,type,Female
10216,3811,accessory,Hot Lipstick
10217,3811,accessory,Wild Hair
10218,3811,accessory,Purple Eye Shadow
10219,3811,accessory,3 attributes
10220,3812,type,Female
10221,3812,accessory,Hot Lipstick
10222,3812,accessory,Purple Eye Shadow
10223,3812,accessory,Spots
10224,3812,accessory,Straight Hair Blonde
10225,3813,type,Male
10226,3813,accessory,Crazy Hair
10227,3813,accessory,Normal Beard
10228,3814,type,Male
10229,3814,accessory,Stringy Hair
10230,3814,accessory,Smile
10231,3814,accessory,Spots
10232,3815,type,Male
10233,3815,accessory,Cigarette
10234,3815,accessory,Purple Hair
10235,3815,accessory,2 attributes
10236,3816,type,Female
10237,3816,accessory,Green Eye Shadow
10238,3816,accessory,Purple Lipstick
10239,3816,accessory,Orange Side
10240,3817,type,Male
10241,3817,accessory,Do-rag
10242,3817,accessory,Goat
10243,3818,type,Female
10244,3818,accessory,Clown Eyes Blue
10245,3818,accessory,Headband
10246,3819,type,Male
10247,3819,accessory,Horned Rim Glasses
10248,3819,accessory,Earring
10249,3819,accessory,Crazy Hair
10250,3819,accessory,3 attributes
10251,3820,type,Male
10252,3820,accessory,Nerd Glasses
10253,3820,accessory,Mohawk
10254,3820,accessory,Earring
10255,3820,accessory,Normal Beard
10256,3821,type,Female
10257,3821,accessory,Black Lipstick
10258,3821,accessory,Earring
10259,3821,accessory,Eye Patch
10260,3821,accessory,Dark Hair
10261,3822,type,Male
10262,3822,accessory,Headband
10263,3822,accessory,Smile
10264,3823,type,Female
10265,3823,accessory,Hot Lipstick
10266,3823,accessory,Half Shaved
10267,3825,type,Male
10268,3825,accessory,Cigarette
10269,3825,accessory,Big Shades
10270,3825,accessory,Do-rag
10271,3826,type,Male
10272,3826,accessory,VR
10273,3826,accessory,Chinstrap
10274,3826,accessory,Frumpy Hair
10275,3827,type,Female
10276,3827,accessory,Earring
10277,3827,accessory,Clown Nose
10278,3827,accessory,Blonde Bob
10279,3827,accessory,3 attributes
10280,3828,type,Female
10281,3828,accessory,Purple Lipstick
10282,3828,accessory,Stringy Hair
10283,3828,accessory,Earring
10284,3829,type,Female
10285,3829,accessory,Mohawk Dark
10286,3829,accessory,Clown Nose
10287,3829,accessory,2 attributes
10288,383,type,Female
10289,383,accessory,Green Eye Shadow
10290,383,accessory,Straight Hair Blonde
10291,383,accessory,2 attributes
10292,3830,type,Male
10293,3830,accessory,Classic Shades
10294,3830,accessory,Headband
10295,3830,accessory,2 attributes
10296,3831,accessory,Vampire Hair
10297,3831,accessory,Big Shades
10298,3831,type,Zombie
10299,3831,accessory,Medical Mask
10300,3831,accessory,3 attributes
10301,3832,type,Male
10302,3832,accessory,Fedora
10303,3832,accessory,Handlebars
10304,3832,accessory,Clown Nose
10305,3833,type,Male
10306,3833,accessory,Cap
10307,3833,accessory,Horned Rim Glasses
10308,3833,accessory,Earring
10309,3833,accessory,Luxurious Beard
10310,3833,accessory,4 attributes
10311,3834,type,Male
10312,3834,accessory,Classic Shades
10313,3834,accessory,Frumpy Hair
10314,3834,accessory,Front Beard
10315,3834,accessory,3 attributes
10316,3835,type,Male
10317,3835,accessory,Big Shades
10318,3835,accessory,Mohawk Dark
10319,3835,accessory,2 attributes
10320,3837,type,Male
10321,3837,accessory,Eye Patch
10322,3837,accessory,Frumpy Hair
10323,3837,accessory,Normal Beard Black
10324,3838,type,Male
10325,3838,accessory,Muttonchops
10326,3838,accessory,VR
10327,3838,accessory,Headband
10328,384,type,Female
10329,384,accessory,Classic Shades
10330,384,accessory,Purple Lipstick
10331,384,accessory,Bandana
10332,384,accessory,3 attributes
10333,3840,type,Male
10334,3840,accessory,Earring
10335,3840,accessory,Mohawk Dark
10336,3840,accessory,Handlebars
10337,3840,accessory,3 attributes
10338,3843,type,Male
10339,3843,accessory,Cap
10340,3843,accessory,Cigarette
10341,3843,accessory,Regular Shades
10342,3843,accessory,Front Beard Dark
10343,3843,accessory,4 attributes
10344,3844,type,Male
10345,3844,accessory,Fedora
10346,3844,accessory,Handlebars
10347,3845,type,Male
10348,3845,accessory,Nerd Glasses
10349,3845,accessory,Goat
10350,3846,type,Male
10351,3846,accessory,Frumpy Hair
10352,3846,accessory,Clown Eyes Blue
10353,3847,type,Male
10354,3847,accessory,Earring
10355,3847,accessory,Regular Shades
10356,3847,accessory,Mohawk Dark
10357,3847,accessory,Front Beard Dark
10358,3848,type,Female
10359,3848,accessory,Mohawk
10360,3848,accessory,Eye Patch
10361,3849,type,Male
10362,3849,accessory,Shadow Beard
10363,3849,accessory,Cigarette
10364,3849,accessory,Headband
10365,3849,accessory,Clown Nose
10366,3849,accessory,4 attributes
10367,385,type,Female
10368,385,accessory,Wild Hair
10369,385,accessory,Choker
10370,385,accessory,2 attributes
10371,3850,type,Female
10372,3850,accessory,Earring
10373,3850,accessory,Clown Eyes Blue
10374,3850,accessory,Pigtails
10375,3850,accessory,3 attributes
10376,3851,type,Male
10377,3851,accessory,Clown Eyes Green
